N,P,K,temperature,humidity,ph,rainfall,label
103.66,7.51,45.28,28.89,94.88,6.33,21.19,muskmelon
19.31,10.99,10.08,30.26,94.2,7.82,110.18,orange
69.34,36.05,25.36,26.89,63.56,6.27,93.98,maize
103.72,93.4,51.78,27.07,81.9,6.02,98.32,banana
79.2,51.54,43.17,35.82,82.17,7.42,157.58,jute
112.34,28.8,31.41,24.83,67.03,6.29,204.76,coffee
39.17,65.57,15.34,31.39,61.22,6.87,65.85,blackgram
20.88,45.26,23.36,26.02,61.64,3.96,35.04,mothbeans
95.67,5.11,48.17,29.03,92.42,6.98,28.74,muskmelon
44.76,66.95,23.81,25.5,63.86,6.93,64.54,blackgram
29.41,139.14,196.37,25.99,79.39,5.77,76.21,grapes
24.29,126.33,202.58,9.07,78.79,6.83,75.03,grapes
123.26,58.17,21.23,26.58,75.12,7.93,83.68,cotton
16.68,144.82,196.91,10.53,83.27,5.95,73.01,grapes
15.81,63.22,18.91,18.4,44.42,6.85,165.29,pigeonpeas
21.99,18.83,14.33,16.05,93.99,6.87,118.35,orange
34.57,64.14,20.77,29.83,48.65,6.52,62.22,mothbeans
24.07,26.88,37.58,32.89,49.57,5.19,96.3,mango
68.18,39.77,37.27,28.53,87.15,6.66,188.8,jute
32.53,17.37,31.83,32.45,58.84,5.46,107.38,mango
28.03,63.98,19.59,18.92,46.83,7.46,39.89,lentil
23.14,48.21,21.18,30.1,43.15,4.38,68.06,mothbeans
25.94,51.88,24.46,27.22,82.81,6.52,55.65,mungbean
58.3,52.43,45.39,31.18,93.05,6.12,175.44,papaya
15.33,17.22,8.59,24.51,90.37,6.35,117.79,orange
105.92,70.46,51.54,28.09,78.1,5.63,92.73,banana
15.79,17.26,33.25,26.19,92.59,5.98,171.77,coconut
17.55,17.64,39.4,33.24,61.03,5.49,96.73,mango
40.91,57.67,21.92,32.95,62.45,6.21,62.91,blackgram
64.99,58.02,42.4,22.67,66.83,6.3,62.74,maize
90.66,8.77,51.95,29.31,91.22,6.05,28.49,muskmelon
37.76,71.59,16.34,34.35,71.27,7.88,73.53,blackgram
62.57,36.99,39.19,34.41,90.43,6.37,178.72,jute
82.21,90.52,45.38,26.84,80.42,5.72,112.39,banana
23.14,5.16,6.7,26.31,93.06,7.58,105.08,orange
15.0,74.72,23.21,21.38,22.8,5.17,37.41,lentil
67.06,47.46,33.38,26.23,62.25,6.66,91.61,maize
25.09,47.8,20.99,28.94,87.45,6.35,48.11,mungbean
118.58,54.96,18.89,23.88,84.47,7.91,109.52,cotton
113.05,59.22,18.73,24.24,80.1,7.73,80.83,cotton
84.0,25.38,25.44,26.09,57.11,6.92,224.65,coffee
34.56,44.52,23.59,28.0,87.31,6.63,51.57,mungbean
21.74,66.72,21.25,15.5,22.78,5.74,102.84,kidneybeans
43.61,67.71,77.98,19.83,18.13,7.68,87.27,chickpea
34.31,49.84,18.92,29.02,87.29,6.86,44.14,mungbean
16.72,13.39,40.03,19.01,89.42,6.17,110.44,pomegranate
28.38,62.66,21.31,23.16,37.51,5.93,50.24,lentil
20.85,66.46,17.38,27.53,39.46,6.0,37.14,lentil
86.41,42.0,54.1,25.17,88.32,6.22,241.96,rice
87.39,18.55,46.04,27.93,90.32,6.69,58.77,watermelon
95.05,41.39,40.86,24.08,81.61,6.14,165.76,jute
30.33,12.47,38.1,23.68,93.67,6.85,100.94,pomegranate
21.71,56.55,15.18,19.23,36.42,7.8,47.75,lentil
35.47,69.73,15.52,25.49,65.79,6.71,66.31,blackgram
30.75,133.53,199.86,12.77,83.33,6.21,77.56,grapes
25.99,28.32,26.57,34.4,49.2,5.49,96.33,mango
83.7,36.16,47.15,21.19,80.98,6.9,296.56,rice
83.64,36.79,42.34,36.93,89.47,6.83,174.24,jute
112.67,93.99,52.93,28.02,79.93,5.56,119.53,banana
126.11,42.43,18.7,23.99,84.74,6.79,89.95,cotton
91.21,50.12,43.14,23.06,85.02,7.06,157.77,jute
37.28,65.99,81.13,21.72,15.44,5.8,71.91,chickpea
29.71,19.48,26.61,25.91,94.52,6.14,181.76,coconut
26.05,54.88,24.1,28.73,83.45,7.2,50.81,mungbean
29.97,73.29,21.04,22.66,47.38,6.67,120.72,pigeonpeas
100.17,91.64,47.41,25.39,78.56,6.62,106.52,banana
95.75,74.8,45.61,27.95,84.89,5.75,91.4,banana
22.56,64.11,20.18,18.09,36.91,7.15,43.85,lentil
16.95,57.66,20.42,27.02,84.03,6.35,56.38,mungbean
62.84,53.58,53.7,32.63,94.9,6.96,139.75,papaya
28.23,63.55,16.62,15.09,21.92,6.03,103.16,kidneybeans
104.8,6.6,50.05,26.79,87.04,6.83,41.45,watermelon
26.79,18.35,30.53,29.84,97.97,5.62,189.47,coconut
28.61,68.41,20.6,15.78,21.13,5.96,111.87,kidneybeans
85.04,57.15,37.32,20.1,55.49,7.24,61.06,maize
20.43,27.83,30.2,35.76,64.59,5.17,90.82,mango
17.7,131.72,209.08,14.5,83.87,6.99,71.11,grapes
20.95,45.75,20.88,25.92,56.81,7.22,56.92,mothbeans
64.5,61.17,46.6,29.72,91.65,6.65,165.42,papaya
26.39,8.32,12.57,17.74,94.61,7.31,108.73,orange
80.13,56.41,48.17,21.14,81.06,6.28,202.65,rice
20.1,7.68,30.85,28.33,95.7,6.38,155.98,coconut
46.75,59.8,16.95,30.05,71.53,6.12,71.54,blackgram
20.54,71.32,19.32,27.56,43.82,7.66,43.22,lentil
80.65,12.25,50.01,25.29,81.59,6.38,53.45,watermelon
17.14,25.79,37.82,29.31,45.42,5.06,91.13,mango
23.41,22.21,30.64,30.27,46.05,6.21,98.72,mango
16.34,72.55,20.73,27.75,68.72,4.7,171.87,pigeonpeas
21.26,6.47,40.27,18.4,86.11,5.94,109.29,pomegranate
28.5,45.98,23.31,29.28,83.13,6.62,44.19,mungbean
18.89,63.74,20.94,15.51,22.36,6.48,71.41,kidneybeans
24.79,58.54,21.45,27.87,60.96,5.13,64.39,mothbeans
28.19,11.07,27.92,26.17,94.26,5.61,168.45,coconut
26.92,55.69,20.83,21.97,23.99,6.02,63.82,kidneybeans
73.5,58.57,41.46,23.63,90.55,5.73,297.18,rice
24.86,48.25,18.75,29.86,80.6,6.45,45.96,mungbean
97.13,45.7,54.33,26.75,92.8,5.59,238.51,rice
20.55,19.0,42.24,22.04,91.48,5.56,112.36,pomegranate
94.03,40.14,39.07,29.98,85.47,6.99,152.08,jute
15.81,60.3,21.63,29.59,56.63,6.51,50.9,lentil
15.5,51.23,19.66,24.4,58.11,4.0,54.33,mothbeans
22.17,68.13,19.68,21.45,66.73,4.81,160.48,pigeonpeas
20.38,5.32,42.23,18.23,90.95,6.58,119.38,pomegranate
31.62,43.0,23.14,28.25,47.2,5.72,42.0,mothbeans
39.54,62.78,23.87,33.94,65.04,7.23,78.54,blackgram
40.57,60.84,49.16,26.59,92.42,6.09,127.74,papaya
106.83,18.54,31.58,23.08,57.27,5.64,169.18,coffee
80.92,92.42,47.11,26.14,77.8,5.69,109.18,banana
29.31,26.82,35.56,32.31,54.0,6.65,109.14,mango
59.79,56.44,81.95,21.92,15.44,5.86,69.25,chickpea
82.91,14.1,49.51,29.82,90.61,6.21,20.3,muskmelon
23.0,17.26,32.55,34.21,53.83,5.73,106.98,mango
42.19,73.3,16.56,32.52,68.52,6.55,69.49,blackgram
104.18,15.39,45.05,28.28,90.99,6.91,21.75,muskmelon
15.78,71.74,22.34,28.14,54.98,7.09,166.95,pigeonpeas
68.73,58.75,40.73,18.8,63.35,7.26,107.24,maize
21.39,10.72,11.14,25.59,92.41,6.8,119.72,orange
16.79,19.42,43.07,21.22,87.24,7.37,106.89,pomegranate
22.47,19.9,14.95,12.87,93.63,6.1,100.6,orange
15.62,71.1,23.5,21.47,58.09,5.15,38.0,lentil
103.94,13.45,45.06,25.72,84.89,6.11,53.52,watermelon
24.67,49.57,23.87,27.44,85.06,6.09,41.42,mungbean
28.16,7.71,32.97,27.28,92.63,5.66,141.73,coconut
21.41,44.11,23.48,27.37,86.35,6.19,41.41,mungbean
21.67,17.74,31.16,26.46,93.37,6.21,198.13,coconut
19.52,60.43,24.51,24.76,51.25,5.02,64.83,mothbeans
32.37,63.16,20.94,24.4,40.98,6.08,45.72,mothbeans
50.15,64.17,46.72,37.23,93.07,6.68,141.07,papaya
24.93,13.26,26.22,25.56,90.58,6.24,179.83,coconut
81.57,55.19,52.92,22.23,81.65,5.46,242.71,rice
69.73,53.06,42.11,25.47,62.94,6.84,70.25,maize
97.49,11.02,54.49,27.11,83.42,6.84,48.65,watermelon
26.3,128.48,199.84,30.57,83.11,6.41,77.06,grapes
95.01,22.29,31.11,26.25,60.34,6.95,224.89,coffee
29.29,14.06,37.99,20.88,87.18,7.43,102.61,pomegranate
16.44,18.64,44.58,18.54,90.32,6.11,107.86,pomegranate
26.0,63.12,82.37,19.38,16.26,6.49,81.08,chickpea
82.21,52.98,29.57,26.97,74.5,6.8,69.98,maize
33.12,22.74,27.31,35.3,60.15,6.33,104.18,mango
26.33,16.45,36.37,19.6,93.82,5.54,115.05,pomegranate
19.82,49.67,18.56,27.44,82.98,6.13,58.22,mungbean
132.31,43.76,18.85,24.36,78.18,7.91,99.45,cotton
30.13,51.35,20.89,29.8,82.51,6.18,51.69,mungbean
70.76,54.94,31.21,22.1,55.23,5.64,79.62,maize
28.59,60.54,24.84,15.98,19.41,5.68,113.64,kidneybeans
27.19,68.99,23.87,32.45,68.44,6.11,159.08,pigeonpeas
64.83,41.52,40.63,25.62,89.21,7.46,160.74,jute
101.5,17.4,25.12,25.12,57.06,5.74,156.15,coffee
102.23,59.55,21.16,24.96,75.87,7.18,97.94,cotton
61.31,44.37,43.85,28.06,91.05,6.95,196.71,jute
109.07,49.12,21.81,26.4,76.45,6.06,106.68,cotton
18.5,56.82,19.54,25.75,61.85,4.62,40.53,mothbeans
85.27,11.32,52.94,25.86,86.45,7.0,47.98,watermelon
99.85,80.09,51.79,27.1,84.61,6.4,114.22,banana
18.4,58.9,24.23,31.5,66.33,6.78,167.77,pigeonpeas
74.01,36.45,44.38,25.95,73.56,7.49,68.69,maize
31.57,128.07,198.56,17.19,81.03,6.62,70.06,grapes
30.27,21.71,36.85,32.57,47.26,4.89,98.74,mango
97.19,55.2,47.67,26.1,92.06,5.37,289.26,rice
26.59,141.93,208.02,22.8,90.06,5.93,118.19,apple
102.27,93.66,49.15,26.63,81.07,6.9,115.11,banana
108.65,29.97,30.23,27.16,65.46,6.54,176.07,coffee
31.11,48.2,19.46,24.68,51.67,5.67,63.64,mothbeans
19.05,125.35,195.09,22.2,93.0,6.29,106.07,apple
31.92,44.57,24.69,28.13,83.39,6.09,49.72,mungbean
115.13,54.95,21.65,26.02,77.27,7.78,79.38,cotton
15.91,8.56,29.26,28.65,94.99,5.74,165.23,coconut
86.49,82.16,52.39,29.33,81.26,6.5,93.79,banana
107.63,51.36,21.26,26.07,83.03,7.76,106.88,cotton
32.84,120.77,206.23,24.04,93.81,5.55,117.91,apple
31.47,17.86,39.15,18.63,89.38,5.96,105.82,pomegranate
102.76,15.54,32.7,26.05,57.87,5.91,201.23,coffee
52.11,66.45,79.83,17.67,14.48,7.32,82.38,chickpea
31.63,10.48,6.0,26.84,90.04,6.95,103.86,orange
38.78,55.8,18.62,33.26,70.52,6.92,61.1,blackgram
123.05,56.63,18.75,26.14,80.96,7.79,68.6,cotton
23.83,55.59,81.42,20.04,17.28,6.08,78.68,chickpea
96.99,56.93,40.16,24.62,92.26,6.11,252.97,rice
98.25,43.67,42.86,36.19,90.28,6.31,174.8,jute
47.77,46.51,45.31,36.82,92.19,6.55,153.46,papaya
34.03,60.95,18.64,28.78,54.95,6.45,141.39,pigeonpeas
99.53,21.02,36.93,26.82,57.01,5.63,222.65,coffee
86.45,9.08,46.7,26.87,89.24,6.46,54.28,watermelon
34.2,56.74,80.19,17.34,18.8,6.08,83.9,chickpea
63.89,50.38,54.8,20.98,87.77,6.75,274.08,rice
32.79,18.21,12.58,24.09,90.6,7.06,107.14,orange
48.2,69.35,20.82,32.98,72.97,6.91,69.5,blackgram
119.57,70.98,51.55,27.21,84.49,5.87,105.96,banana
82.68,8.17,50.02,24.08,83.03,6.52,40.3,watermelon
32.65,64.33,18.53,24.98,62.14,7.21,136.28,pigeonpeas
112.34,53.59,20.26,24.75,80.4,6.4,81.54,cotton
60.77,48.07,38.84,32.42,86.24,6.34,192.36,jute
104.66,18.51,26.2,23.0,64.12,6.04,210.18,coffee
32.19,44.22,23.98,27.04,85.12,7.15,58.7,mungbean
112.41,83.41,47.78,25.31,76.62,6.84,110.58,banana
22.11,56.73,21.39,28.26,83.58,6.89,51.51,mungbean
62.06,54.17,37.77,35.23,83.44,6.18,154.02,jute
23.88,139.53,205.2,30.23,83.46,5.53,71.14,grapes
18.97,22.42,36.13,33.93,54.99,5.26,109.47,mango
91.74,17.67,45.0,27.51,90.15,6.33,29.08,muskmelon
19.87,138.14,196.03,24.82,90.77,6.38,124.28,apple
125.86,47.01,19.09,25.31,84.34,6.07,98.46,cotton
97.29,16.88,48.24,26.86,81.63,6.29,42.89,watermelon
112.24,21.41,26.7,25.17,61.86,6.33,158.45,coffee
16.83,61.31,16.25,25.87,21.59,6.79,52.39,lentil
23.03,16.47,14.15,20.34,92.12,7.41,118.86,orange
95.55,58.89,42.24,25.29,68.1,6.6,64.35,maize
48.98,49.77,51.9,34.61,90.39,6.16,143.28,papaya
28.54,17.05,40.62,23.19,91.62,6.21,116.18,pomegranate
58.78,47.61,52.63,26.16,90.06,6.9,154.88,papaya
29.17,18.22,25.6,28.81,48.57,5.34,98.37,mango
29.64,74.71,21.87,20.92,51.94,5.32,50.61,lentil
58.92,51.04,53.48,37.9,91.49,6.43,131.16,papaya
130.54,48.59,21.45,23.6,77.79,6.19,70.54,cotton
26.43,64.33,18.62,19.3,55.04,7.35,38.36,lentil
120.82,47.83,21.84,24.34,82.79,7.71,81.78,cotton
23.27,16.25,41.93,24.93,87.78,6.5,106.59,pomegranate
29.32,19.38,33.38,26.82,90.58,6.07,169.11,coconut
76.85,53.44,29.78,18.99,62.09,6.07,74.82,maize
82.86,42.0,50.39,21.31,84.86,5.85,250.76,rice
73.08,41.58,40.98,25.57,81.99,6.62,167.68,jute
23.37,51.46,23.08,28.59,56.68,7.0,64.49,mothbeans
17.82,24.37,35.93,35.39,50.58,6.88,91.27,mango
27.19,124.91,198.77,14.08,83.75,6.78,64.61,grapes
127.86,51.93,18.49,26.85,76.23,6.51,100.68,cotton
15.34,7.57,30.65,28.52,91.62,6.17,142.77,coconut
67.25,36.66,39.82,23.17,71.84,5.78,99.76,maize
85.15,6.54,51.13,27.28,93.77,6.02,22.49,muskmelon
98.53,19.72,48.38,29.11,91.11,6.26,25.12,muskmelon
33.13,12.6,10.94,27.7,94.16,6.24,116.2,orange
25.96,44.37,20.07,29.31,64.13,3.73,65.62,mothbeans
15.88,44.63,21.79,28.94,80.46,7.42,56.84,mungbean
107.94,49.45,19.97,23.07,76.48,6.76,94.19,cotton
21.64,14.37,13.26,33.42,94.02,6.85,112.7,orange
28.75,16.44,38.84,32.12,52.27,6.39,95.15,mango
60.73,37.36,48.66,20.5,84.78,6.69,202.33,rice
76.08,47.0,37.55,25.86,74.68,7.04,80.89,maize
19.57,67.69,19.55,23.79,63.92,6.69,127.63,pigeonpeas
22.39,22.29,29.71,28.28,49.28,4.76,103.66,mango
47.33,67.43,81.18,21.34,17.42,5.58,97.58,chickpea
100.16,18.05,26.01,23.86,69.77,6.2,219.39,coffee
34.74,9.59,6.27,23.64,94.29,7.36,105.92,orange
24.91,21.32,31.16,29.08,47.73,4.99,91.11,mango
17.81,137.92,201.56,22.12,78.82,6.26,62.53,grapes
63.54,39.9,35.9,22.28,85.83,5.54,282.87,rice
89.47,92.24,45.09,26.01,84.59,6.42,97.85,banana
95.17,50.58,36.91,32.72,86.44,6.28,163.66,jute
87.85,87.25,48.9,27.08,79.69,6.05,93.02,banana
16.12,64.82,24.49,19.9,60.58,5.73,172.41,pigeonpeas
23.21,7.89,12.45,13.18,90.52,7.42,104.18,orange
51.4,77.3,84.55,20.93,15.89,7.22,80.32,chickpea
86.65,12.68,50.49,26.15,86.78,6.95,58.04,watermelon
13.18,65.99,20.91,25.83,30.23,6.09,51.87,lentil
63.03,44.26,44.89,33.77,91.47,7.17,193.74,jute
14.79,61.02,17.49,22.47,30.19,6.47,43.15,lentil
25.68,121.54,198.13,22.94,90.34,6.34,121.54,apple
110.76,25.02,37.82,27.7,63.7,5.86,181.89,coffee
27.09,59.09,21.66,27.68,86.67,6.12,48.84,mungbean
29.46,62.68,15.39,15.22,20.72,5.66,61.4,kidneybeans
87.62,37.28,41.57,26.92,78.4,6.62,171.68,jute
60.92,51.43,54.9,27.68,92.58,6.79,145.96,papaya
52.47,71.41,76.28,18.69,19.57,6.06,78.03,chickpea
32.8,16.79,7.96,23.63,91.12,6.89,109.68,orange
93.51,7.99,48.08,24.17,87.6,6.25,46.08,watermelon
100.44,16.28,50.04,29.68,94.68,6.81,26.36,muskmelon
94.99,48.22,43.78,25.19,74.96,6.2,98.36,maize
111.24,45.25,18.89,25.84,75.85,7.48,94.67,cotton
19.4,62.01,20.61,19.24,44.78,5.89,177.82,pigeonpeas
127.5,59.86,19.58,25.5,84.63,7.66,83.18,cotton
28.64,14.74,25.82,25.68,91.25,6.13,181.48,coconut
18.23,51.79,21.87,28.71,82.1,7.11,40.5,mungbean
27.35,58.96,23.74,22.23,48.91,5.96,53.12,lentil
90.36,20.16,39.86,24.87,66.41,6.18,213.47,coffee
23.35,42.91,22.29,31.51,56.54,3.85,44.19,mothbeans
88.86,36.24,39.68,34.59,84.32,6.22,199.25,jute
104.88,43.79,18.85,25.23,82.87,6.63,64.23,cotton
22.44,5.39,37.22,23.46,87.01,5.66,109.49,pomegranate
21.26,68.09,19.62,18.26,60.57,6.37,180.98,pigeonpeas
19.07,5.58,33.48,29.32,94.77,6.07,186.92,coconut
38.08,62.04,51.01,41.33,93.35,6.18,148.43,papaya
86.3,38.85,38.03,24.84,83.36,6.31,182.2,jute
20.79,23.66,25.99,28.72,53.15,6.84,97.55,mango
96.98,59.28,43.89,22.27,72.24,7.19,75.96,maize
73.98,49.1,40.37,29.57,85.16,6.95,183.0,jute
124.74,56.76,20.06,24.51,84.22,6.07,102.81,cotton
84.02,19.16,53.04,24.72,84.88,6.36,55.82,watermelon
26.3,70.43,21.49,18.22,30.36,5.57,194.1,pigeonpeas
84.01,27.11,27.03,25.98,60.14,5.84,201.16,coffee
26.11,12.91,41.55,19.63,93.64,6.12,113.88,pomegranate
111.36,19.99,33.87,26.58,68.34,6.75,198.66,coffee
17.18,46.21,20.22,29.43,88.75,6.45,57.17,mungbean
61.44,56.72,52.79,29.23,93.39,6.9,143.14,papaya
99.61,16.61,53.14,25.97,82.46,6.74,53.99,watermelon
23.58,65.82,22.88,30.64,36.87,6.0,152.96,pigeonpeas
91.4,12.14,45.45,27.88,88.59,6.32,46.37,watermelon
62.08,48.53,39.18,25.84,69.28,7.1,76.97,maize
31.12,20.3,34.63,29.21,47.19,6.49,91.98,mango
23.96,126.86,200.9,21.57,79.72,5.9,77.22,grapes
34.95,51.29,20.48,28.2,81.15,7.32,48.3,mungbean
81.68,56.82,39.64,25.26,68.18,6.88,102.46,maize
40.99,63.34,23.78,27.04,72.4,7.12,61.09,blackgram
19.5,124.88,197.48,24.11,90.92,6.03,113.55,apple
119.8,58.91,20.99,25.92,75.46,7.1,83.35,cotton
18.59,13.67,44.58,21.52,85.83,6.74,106.8,pomegranate
83.72,39.09,32.82,26.72,60.16,6.81,76.26,maize
27.55,19.69,9.64,30.44,92.54,6.99,118.61,orange
15.78,57.33,24.7,18.26,52.11,7.36,40.94,lentil
23.73,18.0,34.53,28.38,94.39,5.5,132.8,coconut
49.43,79.96,84.33,20.21,16.53,7.09,92.5,chickpea
39.39,59.14,84.46,21.25,18.01,6.66,79.41,chickpea
40.88,68.9,20.15,34.9,69.17,6.74,75.44,blackgram
30.85,73.16,24.61,35.28,50.86,7.43,180.58,pigeonpeas
68.21,39.77,25.73,22.25,66.3,5.63,98.78,maize
30.71,136.84,196.73,32.32,80.65,6.92,62.83,grapes
41.25,78.42,75.39,17.61,16.71,7.83,76.07,chickpea
103.99,13.71,52.73,28.0,94.16,6.27,25.46,muskmelon
16.26,59.23,22.36,21.84,40.24,5.49,54.19,lentil
32.13,57.53,81.92,17.31,17.06,7.99,93.49,chickpea
89.11,19.74,47.74,27.61,92.21,6.06,29.78,muskmelon
43.18,50.48,46.14,26.94,91.74,6.76,156.48,papaya
17.6,6.22,5.21,25.72,93.15,7.97,107.96,orange
36.65,61.31,16.07,28.67,61.49,7.53,79.33,blackgram
56.66,64.87,46.32,25.84,93.47,6.83,170.78,papaya
97.27,19.98,31.17,26.01,70.0,6.24,166.68,coffee
23.3,25.99,35.29,34.5,50.0,6.02,101.7,mango
24.71,10.14,9.18,33.22,94.55,7.43,117.69,orange
89.36,18.65,53.7,28.67,91.62,6.29,20.33,muskmelon
22.39,63.09,20.31,19.17,18.07,5.96,117.81,kidneybeans
22.82,122.0,196.35,28.68,81.6,6.13,68.64,grapes
44.42,58.68,47.16,32.13,90.94,6.01,178.2,papaya
21.68,66.52,21.45,18.2,58.41,5.13,37.86,lentil
27.68,120.45,205.84,24.34,91.6,5.95,125.54,apple
22.1,59.51,21.95,27.78,86.95,6.85,55.92,mungbean
94.65,50.03,49.16,20.14,94.55,6.66,221.23,rice
21.86,57.1,18.18,29.07,83.16,6.08,52.2,mungbean
15.5,10.99,14.86,12.52,92.12,6.61,118.1,orange
31.92,138.39,198.18,13.09,79.9,6.96,65.14,grapes
73.82,50.23,44.54,28.2,89.61,6.29,190.36,jute
26.44,142.36,202.13,24.78,90.86,5.57,126.74,apple
28.89,17.23,28.23,29.91,95.67,5.56,132.46,coconut
27.06,15.86,38.41,31.77,58.39,6.58,93.01,mango
116.82,25.27,32.02,23.46,66.86,5.61,155.49,coffee
22.51,16.37,10.3,27.6,91.3,7.88,110.6,orange
100.38,45.68,18.48,23.41,75.77,7.19,69.47,cotton
21.26,61.46,18.92,29.12,87.42,7.02,45.05,mungbean
18.74,53.89,20.04,28.25,83.77,7.31,58.11,mungbean
24.53,139.09,198.87,24.83,83.95,6.53,76.83,grapes
16.69,69.07,20.41,15.68,19.69,5.51,88.13,kidneybeans
23.53,55.39,18.57,27.26,81.72,6.78,44.28,mungbean
96.88,6.5,54.22,27.42,91.12,6.56,27.64,muskmelon
104.63,11.53,45.72,29.36,91.88,6.1,26.34,muskmelon
44.97,64.65,17.16,34.67,70.73,7.91,68.54,blackgram
23.59,133.86,199.93,33.22,81.86,6.0,75.1,grapes
36.92,59.29,50.27,40.31,91.56,6.57,150.05,papaya
23.67,17.0,42.39,20.98,88.34,6.13,115.48,pomegranate
108.85,12.67,52.34,25.64,84.26,6.41,48.18,watermelon
103.55,8.0,46.31,29.03,92.8,6.79,27.39,muskmelon
82.36,13.41,48.32,27.46,94.25,6.52,29.33,muskmelon
104.18,6.98,52.14,28.31,91.47,6.05,24.87,muskmelon
97.96,36.22,43.98,27.26,85.0,6.63,158.59,jute
34.64,122.41,203.84,23.51,92.15,6.16,103.49,apple
31.42,11.52,12.27,16.74,90.5,6.7,108.06,orange
88.4,6.59,46.12,25.16,87.37,6.8,57.99,watermelon
83.35,26.6,26.5,27.41,59.56,6.48,189.0,coffee
98.73,27.87,30.14,24.33,69.77,6.87,152.32,coffee
32.69,15.14,8.41,23.59,94.2,7.77,103.21,orange
117.83,74.93,53.75,28.52,79.54,6.31,115.49,banana
30.49,68.93,22.25,33.36,74.62,7.95,61.31,blackgram
15.62,138.1,208.58,24.18,92.34,6.17,129.71,apple
17.59,8.88,29.68,26.17,94.71,6.42,182.37,coconut
57.49,55.2,53.11,32.43,90.62,6.56,177.14,papaya
34.52,28.1,29.94,32.29,61.95,5.6,90.36,mango
113.01,82.13,50.43,26.52,76.82,5.63,111.42,banana
22.99,48.17,18.08,30.61,60.02,3.97,53.07,mothbeans
15.11,5.64,7.44,12.86,92.67,7.72,114.74,orange
46.49,63.88,50.9,30.86,93.13,6.91,136.44,papaya
107.3,47.22,21.01,25.63,80.81,7.06,102.17,cotton
66.11,41.15,38.21,21.31,84.28,5.35,289.68,rice
117.83,73.31,52.75,26.32,84.34,6.58,112.61,banana
32.96,42.1,20.75,24.8,40.41,6.48,54.1,mothbeans
14.29,63.55,16.61,26.4,50.35,5.32,45.12,lentil
106.05,18.4,53.86,28.63,93.23,6.55,20.51,muskmelon
17.83,13.42,31.93,27.66,93.47,5.89,188.92,coconut
87.66,79.66,49.85,26.77,78.21,6.95,109.25,banana
46.9,66.09,83.68,17.89,18.16,7.6,98.06,chickpea
24.34,70.63,20.78,16.03,23.68,6.14,83.29,kidneybeans
19.54,70.52,18.39,24.76,28.2,7.23,36.05,lentil
18.14,56.0,23.44,21.87,23.55,6.35,74.52,kidneybeans
102.31,19.35,37.42,26.36,69.56,5.88,188.86,coffee
85.24,89.15,54.32,29.74,78.69,5.7,105.55,banana
102.37,12.58,51.48,28.51,92.46,6.17,22.79,muskmelon
30.45,6.13,43.28,20.99,90.96,5.68,106.75,pomegranate
28.21,135.37,207.74,22.92,93.48,5.86,127.8,apple
29.38,5.32,32.39,29.79,96.9,5.67,152.88,coconut
21.84,56.83,22.57,24.99,27.46,5.56,38.68,lentil
51.83,55.67,53.23,41.69,92.06,6.76,125.99,papaya
32.05,63.45,18.6,27.08,41.78,4.45,39.17,mothbeans
38.22,69.08,17.17,28.67,65.86,7.95,79.09,blackgram
24.62,19.3,33.4,27.13,95.16,5.68,169.24,coconut
26.68,59.19,75.37,20.68,17.98,6.69,94.55,chickpea
70.08,42.62,42.78,29.9,90.45,6.52,168.47,jute
38.29,47.44,50.94,30.86,90.17,6.54,143.27,papaya
29.35,65.01,19.33,18.2,19.46,5.87,82.19,kidneybeans
31.13,74.7,23.28,25.08,53.63,6.48,126.28,pigeonpeas
19.88,9.47,10.6,19.95,93.37,6.11,102.48,orange
23.17,74.26,15.76,17.56,19.58,5.7,68.45,kidneybeans
22.65,143.36,201.48,23.16,91.78,6.06,114.12,apple
28.63,15.95,30.94,35.67,55.78,5.22,92.41,mango
91.07,11.36,48.61,29.4,92.62,6.57,28.53,muskmelon
85.09,43.4,35.61,29.85,89.39,6.15,153.48,jute
34.31,15.22,32.22,30.0,53.98,5.93,98.71,mango
104.74,11.03,46.02,24.25,80.62,6.38,46.74,watermelon
75.05,37.09,50.54,23.91,86.36,6.81,211.12,rice
96.78,42.07,42.2,29.19,87.17,6.51,166.13,jute
16.71,17.75,36.38,27.2,61.34,4.53,103.14,mango
34.62,67.99,23.63,30.87,53.73,4.66,156.38,pigeonpeas
15.79,70.35,19.17,20.76,23.95,5.71,99.44,kidneybeans
48.97,56.83,16.61,34.61,68.06,6.03,65.15,blackgram
47.54,65.56,19.67,26.07,69.74,7.74,76.56,blackgram
88.98,82.5,53.4,28.51,82.89,6.03,102.14,banana
21.22,64.75,21.25,29.35,43.19,6.62,36.01,lentil
17.13,55.23,19.22,17.07,21.4,6.08,62.62,kidneybeans
96.32,74.78,50.17,29.54,83.04,5.6,110.78,banana
26.89,134.84,197.46,12.32,83.88,6.09,64.55,grapes
25.71,62.14,20.48,32.91,61.57,5.42,193.1,pigeonpeas
16.78,72.92,16.03,25.88,56.28,5.51,54.37,lentil
17.53,17.64,38.62,22.62,89.71,5.9,112.03,pomegranate
110.28,52.36,19.84,26.13,78.09,7.29,104.11,cotton
52.23,69.63,83.68,18.03,14.67,6.17,67.0,chickpea
76.34,44.32,30.2,24.51,64.92,5.66,71.01,maize
31.05,144.71,200.2,23.4,93.75,5.67,121.53,apple
